latitude,longitude
38.877225025596886,-77.20205504526645
38.80487699918825,-77.36553841540712
38.81356182558777,-77.33058064840385
38.8109082815967,-77.36786165433548
38.849496453109396,-77.33112300931387
38.91403764331049,-77.37091625199756
38.76526778067619,-77.27050524123013
38.864019992270116,-77.35035468303678
38.87227375914371,-77.32303124322154
38.865852769679535,-77.39027785255897
38.805022098600325,-77.32323424655698
38.92356257248564,-77.28406420110258
38.888961382381154,-77.27566981379003
38.84154696690918,-77.3078491681656
38.896499139120095,-77.32425017016003
38.84422490864805,-77.28940855657596
38.786400577334355,-77.3103911082382
38.85288146647096,-77.35222921227175
38.82599535154752,-77.22049388856223
38.77826658592991,-77.3076268732068
38.86023749368085,-77.32614458116794
38.814525284173676,-77.29339844073809
38.84393067112102,-77.38783167887829
38.79703780114357,-77.24005674878227
38.846171713366,-77.29404235531955
38.87307057091233,-77.36189778468946
38.92620078156472,-77.32330992330324
38.873234323125835,-77.37412937095432
38.78648595358228,-77.29002932586519
38.89401073484507,-77.38945365474875
38.762274063451684,-77.32170578774615
38.9139343997373,-77.29011645517994
38.89835228076298,-77.33604763898533
38.79837569852857,-77.26323319852786
38.83255880426868,-77.38230484538643
38.8303536593325,-77.32371777277147
38.881636895431,-77.33828022351898
38.885911624354186,-77.36792778757955
38.87736658287045,-77.35019763418758
38.836973319451374,-77.30180506171146
38.82710254326313,-77.32192640536451
38.841866875072554,-77.32971242657817
38.809601137228974,-77.29103231776554
38.856011725822,-77.38354241844202
38.82753949252698,-77.2647654873389
38.91725247830551,-77.3088812077638
38.84213817702209,-77.2026785822384
38.86219388557215,-77.30559812151589
38.80679428436047,-77.39950043965135
38.92258316247463,-77.35287351749831
38.83822280220691,-77.31638474196144
38.80888511046456,-77.27754863738532
38.825507242854016,-77.28775494707104
38.85177706129571,-77.24954891006934
38.82151615862785,-77.30714304851
38.84434860458822,-77.29324886995352
38.91430378850456,-77.35923677620636
38.837402758840696,-77.30406829813577
38.84275378517435,-77.30844507961108
38.790511023771295,-77.28495658057894
38.872361597866416,-77.2223214958849
38.844527426606184,-77.28075063923116
38.92964351130514,-77.27503215177597
38.78639564241669,-77.38926794320683
38.87445349248187,-77.31559970025285
38.758921085528435,-77.33347240346868
